Product_ID,name,Category,colour_from_title,US_price_current_usd,US_price_original_usd,US_discount_pct_display,US_on_sale,IN_price_current_inr,IN_price_current_usd,IN_price_original_inr,IN_discount_pct_display,IN_discount_pct_calc,IN_on_sale,Savings_USD,materials_text,made_in,date,exchange_rate,Source File
30000010,POINTELLE KNIT CARDIGAN - Pink,GENERAL,Pink,54.92,57.47,4.44,True,2654.01,28.59,3193.48,16.89,16.89,True,26.33,"Composition: 62% polyester, 38% cotton, 0% viscose | 62% polyester | 38% cotton",Cambodia,2026-03-22,92.83,comparison_knitwear
30000011,PUFF SLEEVE KNIT JUMPER - Yellow,GENERAL,Yellow,55.73,70.38,20.82,True,2617.44,28.5,2921.13,10.4,10.4,True,27.23,"Composition: 55% polyester, 45% cotton, 0% viscose | 55% polyester | 45% cotton",Turkey,2026-03-22,91.84,comparison_dresses
30000012,SHORT SLEEVE POINTELLE CARDIGAN - Ecru,GENERAL,Ecru,39.62,43.51,8.94,True,2407.11,25.37,3321.02,27.52,27.52,True,14.25,"Composition: 61% polyester, 39% cotton, 0% viscose | 61% polyester | 39% cotton",Turkey,2026-03-22,94.88,comparison_shoes
30000013,PUFF SLEEVE KNIT TOP - Ecru,GENERAL,Ecru,44.22,51.74,,True,2134.42,22.85,2746.14,22.28,22.28,True,21.37,Composition: 100% polyester | 100% polyester | 100% RCS-certified recycled polyester,Turkey,2026-03-22,93.41,comparison_dresses
30000014,PUFF SHORT SLEEVE KNIT TOP - Pink,GENERAL,Pink,51.86,74.27,,True,2364.89,24.87,2672.49,11.51,11.51,True,26.99,"Composition: 50% polyester, 34% viscose, 16% polyamide | 50% polyester | 50% RCS-certified recycled polyester",China,2026-03-22,95.09,comparison_bags
30000015,PUFFY KNIT JUMPER - Blue / Indigo,GENERAL,Blue / Indigo,55.76,61.99,10.05,True,2548.11,27.05,2966.86,,14.11,True,28.71,"Composition: 76% cotton, 24% polyester | 76% cotton | 24% polyester | 24% RCS-certified recycled polyester | 76% RCS-certified recycled cotton",Vietnam,3/22/26,94.2,comparison_knitwear
30000016,GOLD BUTTON PEPLUM CARDIGAN - Navy blue,GENERAL,Navy blue,85.35,105.77,19.31,True,3524.05,37.47,4618.62,23.7,23.7,True,47.88,Composition: 100% cotton | 100% cotton | 100% RCS-certified recycled cotton,Indonesia,2026-03-22,94.05,March22_1AM
30000017,PUFF SLEEVE RIB KNIT TOP - Ecru,GENERAL,Ecru,41.35,43.66,5.29,True,2791.05,29.01,3243.33,13.94,13.94,True,12.34,"Composition: 51% polyamide, 49% polyester | 49% polyester | 49% RCS-certified recycled polyester",China,2026-03-22,96.21,comparison_dresses
30000018,GINGHAM CHECK SHIRT DRESS ZW COLLECTION - Green,GENERAL,Green,108.9,127.7,,True,4979.59,53.11,6044.01,17.61,17.61,True,55.79,Composition: 100% cotton | 100% cotton | 100% OCS certified organically grown cotton,Vietnam,3/22/26,93.76,comparison_shoes
30000019,ZW COLLECTION SATIN LACE DRESS - Brown,GENERAL,Washed green,87.62,103.38,15.24,True,5386.85,58.54,6372.98,15.47,15.47,True,29.08,100% polyester | 100% RCS-certified recycled polyester,China,3/22/26,92.02,comparison_skirts
30000020,ZW COLLECTION COMBINATION MIDI SKIRT - Ecru,GENERAL,Ecru,118.6,142.49,,True,4592.64,49.03,5530.69,,16.96,True,69.57,14% polyester | 31% polyester | 31% RCS-certified recycled polyester,Morocco,2026-03-22,93.67,comparison_tops
30000021,ZW COLLECTION DOUBLE BREASTED BLAZER WITH SHOULDER PADS - Ecru,GENERAL,,226.03,252.61,10.52,True,9316.88,101.48,10443.56,10.79,10.79,True,124.55,linen blend,Morocco,3/22/26,91.81,comparison_outerwear
30000022,FLOWY BELTED TRENCH COAT ZW COLLECTION - Ecru,GENERAL,Ecru,165.73,184.75,10.29,True,9477.81,103.73,9793.38,3.22,3.22,True,62.0,14% polyester | 14% RCS-certified recycled polyester,Morocco,3/22/26,91.37,comparison_knitwear
30000023,Z1975 LOW RISE WIDE LEG JEANS - Light blue,GENERAL,Khaki,30.05,35.33,14.94,True,1871.14,19.37,2023.29,,7.52,True,10.68,Composition: 100% cotton,,2026-03-22,96.6,comparison_jeans
30000024,PLEATED WIDE LEG PANTS ZW COLLECTION - Brown-Blue,GENERAL,Brown-Blue,76.92,95.99,19.87,True,3700.71,39.07,4741.61,21.95,21.95,True,37.85,"Composition: 63% polyester, 34% viscose, 3% elastane | 63% polyester | 63% RCS-certified recycled polyester",Morocco,2026-03-22,94.72,comparison_shoes
30000025,SATIN EFFECT BOW JUMPSUIT ZW COLLECTION - Ivory,GENERAL,white,104.33,126.06,17.24,True,6311.27,65.49,7690.82,,17.94,True,38.84,Composition: 100% polyester | 100% polyester | 100% RCS-certified recycled polyester,Morocco,2026-03-22,96.37,March22_120AM
30000026,LINEN BLEND POLO COLLAR BLOUSE - White,GENERAL,White,53.25,53.82,1.06,True,2549.05,26.92,2724.82,6.45,6.45,True,26.33,"Composition: 55% linen, 45% viscose | 55% linen",Morocco,3/22/26,94.69,comparison_knitwear
30000027,ZW COLLECTION SATIN EFFECT LACE BODYSUIT - Oyster-white,GENERAL,Oyster-white,77.08,95.45,19.25,True,4368.25,48.45,5051.07,,13.52,True,28.63,93% polyester | 100% polyester | 100% cotton,China,2026-03-22,90.16,comparison_trousers
30000028,REGULAR FIT 100% LINEN SHIRT - Light beige,GENERAL,Light beige,86.8,89.92,3.47,True,3876.4,41.45,4550.38,14.81,14.81,True,45.35,REGULAR FIT 100% LINEN SHIRT | Composition: 100% linen | / REGULAR FIT 100% LINEN SHIRT | 100% linen,Bangladesh,3/22/26,93.52,comparison_jeans
30000029,100% LINEN RELAXED FIT SHIRT - Light beige,GENERAL,Light beige,81.42,103.62,21.42,True,4274.35,45.15,5397.64,20.81,20.81,True,36.27,100% LINEN RELAXED FIT SHIRT | Composition: 100% linen | / 100% LINEN RELAXED FIT SHIRT | 100% linen,Bangladesh,2026-03-22,94.67,March22_1AM
30000030,100% LINEN SHIRT - Light beige,GENERAL,Tobacco,28.74,34.41,16.48,True,1595.5,16.77,2173.17,26.58,26.58,True,11.97,100% LINEN SHIRT | Shirt with a Mandarin collar and long sleeves adjustable with a button. Front button closure. Patch pocket on the chest. Made from 100% linen fabric. | Composition: 100% linen | / 100% LINEN SHIRT | 100% linen | 100% certified European grown linen,Bangladesh,2026-03-22,95.14,comparison_trousers
30000031,WIDE LEG RAISED TEXT PLUSH PANTS - Dark pink,GENERAL,Dark pink,14.34,15.75,8.95,True,831.42,8.94,1007.02,17.44,17.44,True,5.4,"Composition: 96% cotton, 4% elastane | 96% cotton | 96% OCS certified organically grown cotton",Pakistan,3/22/26,93.0,comparison_shoes
30000032,PLEATED LACE DRESS ZW COLLECTION - Ecru,GENERAL,,125.9,178.02,29.28,True,4500.19,48.53,5576.14,19.3,19.3,True,77.37,20% polyester | 70% cotton | 100% polyester | 100% cotton | 100% RCS-certified recycled polyester | 20% RCS-certified recycled polyester | 70% OCS certified organically grown cotton,India,2026-03-22,92.73,comparison_skirts
30000033,POLYAMIDE BLEND STRAPPY DRESS - Raspberry,GENERAL,Raspberry,34.37,42.89,,True,1529.87,16.27,1673.17,,8.56,True,18.1,nan,Bangladesh,3/22/26,94.03,comparison_trousers
30000034,COMBINATION POLKA DOT DRESS - Brown,GENERAL,Brown,84.4,95.44,11.57,True,3240.24,34.5,4097.08,20.91,20.91,True,49.9,96% polyester | 100% polyester | 100% RCS-certified recycled polyester | 96% RCS-certified recycled polyester,Morocco,2026-03-22,93.92,comparison_knitwear
30000035,POLKA DOT HALTER SCARF DRESS - White,GENERAL,Tobacco,79.42,94.94,16.35,True,2117.46,22.05,2401.69,11.83,11.83,True,57.37,96% polyester | 100% polyester | 100% RCS-certified recycled polyester | 96% RCS-certified recycled polyester,Morocco,3/22/26,96.03,March22_120AM
30000036,PATCHWORK PRINT DRESS - Multicolored,GENERAL,Multicolored,85.76,107.47,20.2,True,3177.79,35.25,3767.06,,15.64,True,50.51,100% polyester | 100% RCS-certified recycled polyester,Morocco,2026-03-22,90.15,March22_120AM
30000037,POLKA DOT MIDI DRESS - Ecru / Maroon,GENERAL,Dark orange,71.25,93.42,,True,3676.71,38.94,4079.43,9.87,9.87,True,32.31,100% polyester | 100% RCS-certified recycled polyester,Cambodia,3/22/26,94.42,March22_120AM
30000038,EMBROIDERED PRINTED DRESS - Blue / White,GENERAL,Blue / White,58.91,77.73,,True,2024.29,22.08,2088.62,3.08,3.08,True,36.83,"Composition: 58% cotton, 42% polyester | 58% cotton | 42% polyester | 42% RCS-certified recycled polyester | 58% OCS certified organically grown cotton",Turkey,2026-03-22,91.68,comparison_shoes
30000039,NYLON PLEATED JUMPSUIT - Dark khaki,GENERAL,Dark khaki,92.08,127.01,,True,3968.52,41.49,4719.41,15.91,15.91,True,50.59,linen blend,,2026-03-22,95.65,comparison_skirts
30000040,PLAID SHIRT DRESS - Brown-Blue,GENERAL,Brown-Blue,99.15,104.52,5.14,True,4017.5,43.64,4931.36,,18.53,True,55.51,"Composition: 98% cotton, 2% elastane | 98% cotton | 98% OCS certified organically grown cotton",,2026-03-22,92.06,comparison_tops
30000041,PLEATED MIDI DRESS - Dark fuchsia,GENERAL,Dark fuchsia,63.5,80.73,21.34,True,3498.07,37.17,4254.33,17.78,17.78,True,26.33,Composition: 100% polyester | 100% polyester | 100% RCS-certified recycled polyester,Morocco,2026-03-22,94.11,comparison_skirts
30000042,PUFF SLEEVE POPLIN MIDI DRESS - Navy blue,GENERAL,,92.37,116.94,21.01,True,3878.57,41.2,5333.43,27.28,27.28,True,51.17,Composition: 100% cotton | 100% cotton | 100% OCS certified organically grown cotton,Morocco,3/22/26,94.14,comparison_outerwear
30000043,POPLIN MINI DRESS - White,GENERAL,White,59.68,75.06,,True,2347.61,25.73,2411.7,2.66,2.66,True,33.95,100% cotton | 100% polyester | 100% OCS certified organically grown cotton | 100% RCS-certified recycled polyester,Turkey,2026-03-22,91.24,March22_1AM
30000044,PLAID STRAPPY MIDI DRESS - Yellow,GENERAL,Yellow,51.83,65.4,20.75,True,2523.59,27.08,3024.6,16.56,16.56,True,24.75,"Composition: 63% polyester, 36% viscose, 1% elastane | 63% polyester",Indonesia,3/22/26,93.19,comparison_outerwear
30000045,BALLOON MINI DRESS - Brown,GENERAL,Brown,68.05,84.84,19.79,True,2664.66,28.42,3299.06,19.23,19.23,True,39.63,63% cotton | 100% polyester | 63% RCS-certified recycled cotton | 100% RCS-certified recycled polyester,Cambodia,3/22/26,93.76,comparison_bags
30000046,MINI POLKA DOT DRESS - Black / White,GENERAL,Black / White,54.55,73.66,25.94,True,2750.04,29.51,3369.89,18.39,18.39,True,25.04,Composition: 100% cotton | 100% cotton | 100% OCS certified organically grown cotton,Cambodia,3/22/26,93.19,comparison_trousers
30000047,POLKA DOT BANDEAU DRESS - Ecru / Red,GENERAL,Ecru / Red,67.41,76.42,11.79,True,2106.2,23.62,2370.84,11.16,11.16,True,43.79,98% cotton | 100% polyester | 100% RCS-certified recycled polyester,Morocco,2026-03-22,89.17,comparison_knitwear
30000048,SHORT POLKA DOT DRESS - Red / White,GENERAL,Red / White,57.41,70.73,,True,2663.21,28.09,3234.37,17.66,17.66,True,29.32,100% polyester | 100% RCS-certified recycled polyester,Turkey,3/22/26,94.81,comparison_tops
30000049,POPLIN GODET DRESS - Light blue,GENERAL,Sand,61.21,84.49,27.55,True,3557.33,37.16,4040.22,11.95,11.95,True,24.05,100% cotton | 100% OCS certified organically grown cotton,Morocco,2026-03-22,95.73,comparison_knitwear
30000050,PEPLUM VOLUME DRESS - Dark brown,GENERAL,Dark brown,74.88,95.42,21.53,True,3266.79,34.54,3678.81,,11.2,True,40.34,"Composition: 91% polyester, 9% elastane | 91% polyester | 91% RCS-certified recycled polyester",Turkey,3/22/26,94.58,comparison_bags
30000051,BALLOON SLEEVE PRINTED MIDI DRESS - Multicolored,GENERAL,Multicolored,82.67,99.08,16.56,True,3794.96,40.64,4555.24,16.69,16.69,True,42.03,100% cotton | 100% OCS certified organically grown cotton,Morocco,2026-03-22,93.38,comparison_jeans
30000052,PLEATED WIDE LEG PANTS - Oyster-white,GENERAL,Oyster-white,62.39,91.35,31.7,True,2615.93,28.08,2889.68,9.47,9.47,True,34.31,"Composition: 52% linen, 48% viscose | 52% linen",Cambodia,3/22/26,93.16,comparison_knitwear
30000053,PLEATED CULOTTE PANTS - Burgundy,GENERAL,Burgundy,49.41,62.26,,True,2280.31,24.66,2896.04,21.26,21.26,True,24.75,"Composition: 90% modal, 10% polyester | 10% polyester",Turkey,2026-03-22,92.47,comparison_dresses
30000054,PLEATED BALLOON PANTS - taupe brown,GENERAL,taupe brown,47.76,57.88,17.48,True,2692.44,29.18,3228.19,16.6,16.6,True,18.58,100% cotton | 100% OCS certified organically grown cotton,Turkey,3/22/26,92.27,comparison_bags
30000055,PLEATED BALLOON PANTS - Chocolate brown,GENERAL,Chocolate brown,39.69,42.91,7.5,True,2523.83,27.43,3158.42,20.09,20.09,True,12.26,"Composition: 62% polyester, 32% viscose, 6% elastane | 62% polyester | 62% RCS-certified recycled polyester",Turkey,2026-03-22,92.01,comparison_tops
30000056,PLEATED WIDE LEG PANTS - Oyster-white,GENERAL,Oyster-white,49.65,62.06,20.0,True,3107.87,34.1,3269.15,4.93,4.93,True,15.55,"Composition: 74% polyester, 19% viscose, 7% elastane",Morocco,3/22/26,91.14,March22_1AM
30000057,PINSTRIPE STRAIGHT LEG PANTS - Sand,GENERAL,Sand,55.06,75.59,,True,2444.63,26.38,3016.95,18.97,18.97,True,28.68,64% polyester | 65% polyester | 35% cotton | 64% RCS-certified recycled polyester | 35% OCS certified organically grown cotton | 65% RCS-certified recycled polyester,,2026-03-22,92.67,comparison_tops
30000058,PLEATED BALLOON PANTS - Washed green,GENERAL,,55.97,71.28,21.48,True,3170.07,34.57,3966.97,20.09,20.09,True,21.4,Composition: 100% cotton | 100% cotton | 20% RCS-certified recycled cotton | 65% OCS certified organically grown cotton,India,2026-03-22,91.7,comparison_skirts
30000059,PIN TUCK STRAIGHT LEG PANTS - Khaki,GENERAL,Khaki,53.19,61.49,13.5,True,2237.49,23.39,2407.41,7.06,7.06,True,29.8,"Composition: 70% viscose, 30% polyester | 30% polyester",Cambodia,3/22/26,95.66,comparison_outerwear
30000060,PINSTRIPE PANTS SET - Navy blue,GENERAL,Navy blue,57.3,67.94,15.66,True,2552.53,27.76,3159.92,19.22,19.22,True,29.54,"Composition: 62% polyester, 33% viscose, 5% elastane | 62% polyester | 62% RCS-certified recycled polyester",Morocco,3/22/26,91.95,comparison_dresses
30000061,BELTED PAPERBAG PANTS - Midnight blue,GENERAL,Midnight blue,66.6,80.12,16.87,True,3692.68,40.57,4418.07,,16.42,True,26.03,Composition: 100% cotton | 100% cotton | 100% RCS-certified recycled cotton,Morocco,2026-03-22,91.02,March22_120AM
30000062,POLKA DOT CAPRI PANTS - Yellow,GENERAL,Yellow,32.36,40.72,20.53,True,1345.44,14.33,1750.76,23.15,23.15,True,18.03,"Composition: 95% cotton, 5% elastane | 95% cotton",Morocco,3/22/26,93.89,comparison_dresses
30000063,STRETCH FLARE PANTS - Black,GENERAL,Black,39.44,40.04,1.5,True,1525.48,16.17,1720.33,11.33,11.33,True,23.27,"Composition: 88% polyester, 12% elastane | 88% polyester | 88% RCS-certified recycled polyester",Turkey,3/22/26,94.34,March22_1AM
30000064,PLEATED CUFFED HEM PANTS - Light camel,GENERAL,Light camel,66.91,84.44,20.76,True,3380.75,35.87,4120.36,17.95,17.95,True,31.04,Composition: 100% cotton | 100% cotton | 100% OCS certified organically grown cotton,Turkey,3/22/26,94.25,comparison_skirts
30000065,PLEATED LINEN PANTS ZW COLLECTION - Ecru,GENERAL,Ecru,84.42,98.14,13.98,True,4962.23,51.76,5627.74,11.83,11.83,True,32.66,"Composition: 52% linen, 48% cotton | 52% linen | 48% cotton | 48% RCS-certified recycled cotton",Cambodia,2026-03-22,95.87,comparison_dresses
30000066,POPLIN PLEATED PANTS - White,GENERAL,,33.69,37.21,9.46,True,2377.79,25.48,3070.43,,22.56,True,8.21,"Composition: 65% polyester, 35% cotton | 65% polyester | 35% cotton | 65% RCS-certified recycled polyester | 35% OCS certified organically grown cotton",Morocco,2026-03-22,93.32,comparison_trousers
30000067,PLEATED STRAIGHT LEG PANTS - Dark orange,GENERAL,Dark orange,64.58,77.07,,True,2845.44,30.4,3557.27,20.01,20.01,True,34.18,"Composition: 63% viscose, 29% polyester, 8% polyamide | 29% polyester",Turkey,2026-03-22,93.6,March22_120AM
30000068,PLEATED VOLUME PANTS ZW COLLECTION - Brown,GENERAL,Brown,109.49,128.97,15.1,True,4420.67,47.29,5715.05,22.65,22.65,True,62.2,Composition: 100% polyester | 100% polyester | 100% RCS-certified recycled polyester,Morocco,2026-03-22,93.48,comparison_shoes
30000069,PLEATED BARREL PANTS SET - Khaki,GENERAL,,66.33,71.85,7.68,True,2341.22,24.83,2776.28,,15.67,True,41.5,Composition: 100% cotton | 100% cotton | 100% OCS certified organically grown cotton,Cambodia,2026-03-22,94.29,comparison_shoes
30000070,POLKA DOT CULOTTES WITH BELT - Black / White,GENERAL,Black / White,46.32,48.62,,True,3007.01,31.52,3241.37,7.23,7.23,True,14.8,cotton elastane blend,Turkey,2026-03-22,95.4,comparison_bags
30000071,POLKA DOT WIDE LEG PANTS - Brown / Ecru,GENERAL,Brown / Ecru,43.66,53.33,18.13,True,2525.38,27.42,3497.34,27.79,27.79,True,16.24,viscose blend,Turkey,3/22/26,92.1,comparison_knitwear
30000072,PATCHWORK PANTS - THE ITEM ZARA WOMAN - Ecru,WOMAN,Ecru,139.82,181.24,,True,6510.89,68.84,7904.74,,17.63,True,70.98,Composition: 100% cotton | 100% cotton,Turkey,3/22/26,94.58,comparison_bags
30000073,PINSTRIPE BLAZER SET - Navy blue,GENERAL,Ecru / Black,111.66,154.44,,True,4680.15,48.93,5528.22,15.34,15.34,True,62.73,62% polyester | 62% RCS-certified recycled polyester,Morocco,2026-03-22,95.65,March22_120AM
30000074,PUFF SLEEVE BLAZER - Brown,GENERAL,Brown,98.78,141.82,30.35,True,5491.99,58.65,6617.18,17.0,17.0,True,40.13,58% polyester | 58% RCS-certified recycled polyester,Morocco,3/22/26,93.64,March22_120AM
30000075,ZW COLLECTION PINSTRIPE BLAZER DRESS - Gray,GENERAL,Gray,147.67,189.22,21.96,True,9988.85,109.84,11664.3,14.36,14.36,True,37.83,69% polyester | 55% polyester | 69% RCS-certified recycled polyester | 55% RCS-certified recycled polyester,China,3/22/26,90.94,comparison_outerwear
30000076,PLAID TRENCH COAT ZW COLLECTION LIMITED EDITION - Brown-Blue,GENERAL,Brown-Blue,194.26,245.03,20.72,True,13354.07,139.76,17226.72,22.48,22.48,True,54.5,64% polyester | 64% RCS-certified recycled polyester,Morocco,3/22/26,95.55,March22_120AM
30000077,COMBINED PLAID TRENCH COAT ZW COLLECTION LIMITED EDITION - Gray,GENERAL,Gray,247.24,309.14,20.02,True,13415.43,144.75,16248.03,,17.43,True,102.49,"Trench coat made from 33% wool yarn. Lapel collar and adjustable long sleeves with tabs. Front pockets. Adjustable belt with ties. Front button closure. | Composition: 63% polyester, 33% wool, 4% elastane | 63% polyester | 33% wool | 33% RWS certified wool | 63% RCS-certified recycled polyester",Morocco,2026-03-22,92.68,comparison_knitwear
30000078,QUILTED ANORAK 80% DOWN 20% FEATHER WATER RESISTANT WINDPROOF RECCO® TECHNOLOGY SKI COLLECTION - Black,GENERAL,Black,215.51,232.87,7.45,True,11319.23,124.62,13389.64,15.46,15.46,True,90.89,100% polyester,Vietnam,3/22/26,90.83,comparison_shoes
30000079,QUILTED ANORAK 80% DOWN 20% FEATHER WATER RESISTANT WINDPROOF RECCO® TECHNOLOGY SKI COLLECTION - Soft gold,GENERAL,,218.62,237.13,7.81,True,14434.91,156.07,15742.21,,8.3,True,62.55,nan,Vietnam,3/22/26,92.49,comparison_skirts
30000080,POLKA DOT MIDI SKIRT - Brown,GENERAL,Brown,39.38,48.66,19.07,True,2017.98,20.51,2553.0,20.96,20.96,True,18.87,100% polyester,Morocco,2026-03-22,98.39,comparison_trousers
30000081,PLAID MIDI SKIRT - Multicolored,GENERAL,Multicolored,62.24,76.04,18.15,True,2773.13,29.42,2811.11,,1.35,True,32.82,"Composition: 99% cotton, 1% elastane | 99% cotton | 99% OCS certified organically grown cotton",Turkey,3/22/26,94.26,comparison_bags
30000082,PLEATED MIDI SKIRT - Dark brown,GENERAL,Dark brown,54.08,71.37,,True,2244.33,24.13,2517.04,10.83,10.83,True,29.95,Composition: 100% cotton | 100% cotton | 100% OCS certified organically grown cotton,Cambodia,2026-03-22,93.01,comparison_skirts
30000083,ASYMMETRIC PRINTED MIDI SKIRT - Multicolored,GENERAL,Multicolored,51.39,52.16,1.48,True,3537.56,37.92,4137.74,14.51,14.51,True,13.47,100% polyester | 100% RCS-certified recycled polyester,Morocco,2026-03-22,93.29,comparison_tops
30000084,POLKA DOT BALLOON SKORT - Ecru / Black,GENERAL,Ecru / Black,42.26,53.02,20.29,True,3001.07,32.28,3211.66,6.56,6.56,True,9.98,100% polyester | 100% RCS-certified recycled polyester,Turkey,2026-03-22,92.97,March22_1AM
30000085,PLEATED PRINTED MIDI SKIRT - Multicolored,GENERAL,Multicolored,57.29,77.11,25.7,True,2421.82,26.23,2973.72,18.56,18.56,True,31.06,100% cotton | 74% cotton | 23% polyester | 100% OCS certified organically grown cotton | 23% RCS-certified recycled polyester | 74% OCS certified organically grown cotton,Morocco,2026-03-22,92.33,March22_1AM
30000086,PENCIL MIDI SKIRT - Tobacco,GENERAL,Tobacco,45.55,66.83,,True,2191.63,23.9,2601.45,15.75,15.75,True,21.65,"Composition: 72% polyester, 24% viscose, 4% elastane | 72% polyester | 72% RCS-certified recycled polyester",Cambodia,2026-03-22,91.7,March22_1AM
30000087,POCKET SKORT - Dark khaki,GENERAL,Dark khaki,56.8,77.19,,True,2684.08,28.43,3533.17,24.03,24.03,True,28.37,46% polyester | 43% cotton | 46% RCS-certified recycled polyester | 43% RCS-certified recycled cotton,Cambodia,2026-03-22,94.41,comparison_shoes
30000088,PRINTED BELTED SKIRT - Multicolored,GENERAL,,68.27,98.71,30.84,True,3510.44,37.25,4060.78,13.55,13.55,True,31.02,Composition: 100% cotton | 100% cotton | 100% OCS certified organically grown cotton,Turkey,2026-03-22,94.24,comparison_knitwear
30000089,PLAID MINI SKIRT WITH BUCKLE - Multicolored,GENERAL,Multicolored,54.02,58.44,7.56,True,2307.33,24.28,2922.46,21.05,21.05,True,29.74,100% polyester,Turkey,3/22/26,95.03,comparison_jeans
30000090,SKORT WITH POCKETS - Black,GENERAL,Black,52.25,59.13,11.64,True,2253.11,25.56,2270.35,0.76,0.76,True,26.69,100% cotton,Morocco,2026-03-22,88.15,comparison_shoes
30000091,PLAID MIDI SKIRT WITH BELT - Ecru / Blue,GENERAL,Ecru / Blue,104.99,128.06,18.01,True,4198.35,43.71,5009.06,,16.18,True,61.28,"Composition: 50% cotton, 25% polyester, 24% viscose, 1% other fibres | 50% cotton | 25% polyester | 50% RCS-certified recycled cotton | 25% RCS-certified recycled polyester",Morocco,2026-03-22,96.05,comparison_dresses
30000092,PLAID RUFFLED SKIRT ZW COLLECTION - Multicolored,GENERAL,Multicolored,71.6,95.29,24.86,True,3911.6,41.97,4574.15,14.48,14.48,True,29.63,"Composition: 64% polyester, 34% viscose, 2% elastane | 64% polyester | 64% RCS-certified recycled polyester",Turkey,3/22/26,93.2,comparison_jeans
30000093,ASYMMETRIC POLKA DOT SKIRT - Brown / Ecru,GENERAL,Brown / Ecru,56.44,59.26,4.76,True,2806.96,29.76,2882.55,2.62,2.62,True,26.68,100% polyester | 100% RCS-certified recycled polyester,Turkey,3/22/26,94.32,comparison_shoes
30000094,PLEATED CAPE SKIRT ZW COLLECTION - Ecru,GENERAL,Ecru,86.66,102.58,15.52,True,3756.38,39.57,4988.2,24.69,24.69,True,47.09,"Composition: 57% cotton, 43% polyester | 57% cotton | 43% polyester | 43% RCS-certified recycled polyester | 57% OCS certified organically grown cotton",Turkey,3/22/26,94.93,comparison_knitwear
30000095,PLAID RUFFLED MIDI SKIRT - Khaki,GENERAL,Khaki,60.92,75.28,19.08,True,2894.75,30.95,3204.69,,9.67,True,29.97,Low-rise midi skirt made of 100% cotton yarn. Ruffled fabric detail on the front. Side closure with hidden in-seam zipper. | Composition: 100% cotton | 100% cotton | 100% RCS-certified recycled cotton,Cambodia,2026-03-22,93.53,comparison_skirts
