Product_ID,Segment,Source File,Specific_Category,US_url,IN_url,name,colour_from_title,US_price_current_usd,US_price_original_usd,US_discount_pct_display,US_discount_pct_calc,US_on_sale,IN_price_current_inr,IN_price_original_inr,IN_price_current_usd,IN_price_original_usd,IN_discount_pct_display,IN_discount_pct_calc,IN_on_sale,Savings_USD,materials_text,made_in,US_detail_selector,US_composition_selector,IN_detail_selector,IN_composition_selector,date,exchange_rate
17041244,Men,comparison_men_shirts,Men_men_shirts,https://shop.mango.com/us/en/p/men/shirts/rib-knit-shirt_17041244,https://shop.mango.com/in/en/p/men/shirts/rib-knit-shirt_17041244,Rib-knit shirt - Men | MANGO USA,Navy,35.74,79.42,55.0,55.0,True,5009.0,,55.75,,,,False,20.01,"100% linen bowling-collar shirt | 100% linen slim-fit shirt | Composition: 35% viscose, 30% polyester, 25% cotton, 10% linen","China
Dye",text=DETAILS,,text=DETAILS,,2026-02-11,89.85
17047801,Women,comparison_jeans,Women_jeans,https://shop.mango.com/us/en/p/women/jeans/wide-leg/wide-leg-jeans-with-rhinestones_17047801,https://shop.mango.com/in/en/p/women/jeans/wide-leg/wide-leg-jeans-with-rhinestones_17047801,Wide leg jeans with rhinestones - Women | MANGO USA,Black denim,99.22,,,,False,6296.0,,70.07,,,,False,-29.15,"Composition: 100% cotton | Lining: 65% polyester, 35% cotton","China
Dye",text=DETAILS,,text=DETAILS,,2026-02-11,89.85
17061177,Women,comparison_tops,Women_tops,https://shop.mango.com/us/en/p/women/tops/basics/fine-knit-top_17061177,https://shop.mango.com/in/en/p/women/tops/basics/fine-knit-top_17061177,Fine-knit top - Women | MANGO USA,Black,19.86,45.7,56.54,56.54,True,2415.0,,26.88,,,,False,7.02,"100% linen crop top | Composition: 71% viscose, 29% polyamide","Bangladesh
Dye",text=DETAILS,,text=DETAILS,,2026-02-11,89.85
17068277,Men,comparison_men_knitwear,Men_men_knitwear,https://shop.mango.com/us/en/p/men/sweaters-and-cardigans/polos/100-cashmere-polo-sweater_17068277,https://shop.mango.com/in/en/p/men/sweaters-and-cardigans/polos/100-cashmere-polo-sweater_17068277,100% cashmere polo sweater - Men | MANGO USA,Brown,159.73,269.56,40.74,40.74,True,16503.0,,183.67,,,,False,23.94,100% CASHMERE POLO SWEATER | 100% cashmere. Straight design. Polo collar. Straight Silhouette. Fine Knit Structure. Buttonless collar. Long sleeves | 100% merino wool polo jumper | 100% cotton knitted polo structure | Composition: 100% cashmere,"China
Dye",text=DETAILS,,text=DETAILS,,2026-02-11,89.85
17079111,Women,comparison_dresses,Women_dresses,https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/draped-dress-with-metallic-detail_17079111,https://shop.mango.com/in/en/p/women/dresses-and-jumpsuits/dresses/draped-dress-with-metallic-detail_17079111,Draped dress with metallic detail - Women | MANGO USA,Black,139.62,,,,False,7085.0,,78.85,,,,False,-60.77,"Composition: 94% polyester, 6% elastane","Vietnam
Dye",text=DETAILS,,text=DETAILS,,2026-02-11,89.85
17081174,Women,comparison_tops,Women_tops,https://shop.mango.com/us/en/p/women/tops/asymmetrical-strapless-top_17081174,https://shop.mango.com/in/en/p/women/tops/asymmetrical-strapless-top_17081174,Asymmetrical strapless top - Women | MANGO USA,Ecru,39.9,69.83,42.86,42.86,True,3948.0,,43.94,,,,False,4.04,"Crafted from a 100% cotton fabric, this top features a fitted and asymmetrical design. Its strapless bandeau style is complemented by side ruching and a side zipper fastening. Ideal for a total look | Composition: 100% cotton | Lining: 100% cotton","China
Dye",text=DETAILS,,text=DETAILS,,2026-02-11,89.85
17082927,Women,comparison_dresses,Women_dresses,https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/leopard-midi-dress_17082927,https://shop.mango.com/in/en/p/women/dresses-and-jumpsuits/dresses/leopard-midi-dress_17082927,Leopard midi dress - Women | MANGO USA,Black,50.09,90.18,44.46,44.46,True,5010.0,,55.76,,,,False,5.67,Composition: 100% polyester,"China
Dye",text=DETAILS,,text=DETAILS,,2026-02-11,89.85
17086335,Kids,comparison_girldresses,Kids_girldresses,https://shop.mango.com/us/en/p/baby-girls/dresses-and-jumpsuits/dresses/ethnic-print-dress_17086335,https://shop.mango.com/in/en/p/baby-girls/dresses-and-jumpsuits/dresses/ethnic-print-dress_17086335,Ethnic print dress - Kids | MANGO USA,Black,45.65,,,,False,2888.0,,32.14,,,,False,-13.51,100% cotton fabric. A-line design. Printed design. Ethnic print. Round neck. Ruffles on the shoulders. Button closure at the back. Long sleeves with elastic cuffs. Gathered detail on the chest | Composition: 100% cotton,"Morocco
Dye",text=DETAILS,,text=DETAILS,,2026-02-11,89.85
27005938,Men,comparison_men_outerwear,Men_men_outerwear,https://shop.mango.com/us/en/p/men/jackets-and-overshirts/jackets/reversible-quilted-water-repellent-reversible-jacket_27005938,https://shop.mango.com/in/en/p/men/jackets-and-overshirts/jackets/reversible-quilted-water-repellent-reversible-jacket_27005938,Reversible quilted water-repellent reversible jacket - Men | MANGO USA,Navy,159.95,,,,False,10950.0,,121.87,,,,False,-38.08,Regular-fit 100% cotton pants | 100% cotton T-shirt regular fit | 100% cotton water-repellent jacket | Composition: 100% polyester | Inner fabric: 100% polyester,"Vietnam
Dye",text=DETAILS,,text=DETAILS,,2026-02-11,89.85
27013340,Women,comparison_jeans,Women_jeans,https://shop.mango.com/us/en/p/women/jeans/balloon/high-waisted-barrel-jeans_27013340,https://shop.mango.com/in/en/p/women/jeans/balloon/high-waisted-barrel-jeans_27013340,High-waisted barrel jeans - Women | MANGO USA,Chocolate,45.94,69.92,34.3,34.3,True,3996.0,,44.47,,,,False,-1.47,Composition: 100% cotton,"Pakistan
Dye",text=DETAILS,,text=DETAILS,,2026-02-11,89.85
27021181,Men,comparison_men_outerwear,Men_men_outerwear,https://shop.mango.com/us/en/p/men/jackets-and-overshirts/water-repellent-bomber-jacket_27021181,https://shop.mango.com/in/en/p/men/jackets-and-overshirts/water-repellent-bomber-jacket_27021181,Water-repellent bomber jacket - Men | MANGO USA,Khaki,99.96,139.95,28.57,28.57,True,9537.0,,106.14,,,,False,6.18,"100% cotton water-repellent jacket | Composition: 100% polyester | Lining: 100% polyester | Rib: 94% polyester, 6% elastane | Filling: 100% polyester","Cambodia
Dye",text=DETAILS,,text=DETAILS,,2026-02-11,89.85
27021183,Men,comparison_men_outerwear,Men_men_outerwear,https://shop.mango.com/us/en/p/men/jackets-and-overshirts/double-face/faux-shearling-suede-jacket_27021183,https://shop.mango.com/in/en/p/men/jackets-and-overshirts/double-face/faux-shearling-suede-jacket_27021183,Faux-shearling suede jacket - Men | MANGO USA,Chocolate,180.39,200.44,10.0,10.0,True,12077.0,,134.41,,,,False,-45.98,"100% cotton T-shirt regular fit | 100% suede leather jacket | Composition: 94% polyester, 6% elastane | Inner fabric: 100% polyester | Piping: 88% polyester, 9% viscose, 3% cotton | Pockets lining: 65% polyester, 35% cotton","Cambodia
Dye",text=DETAILS,,text=DETAILS,,2026-02-11,89.85
27021289,Men,comparison_men_knitwear,Men_men_knitwear,https://shop.mango.com/us/en/p/men/sweaters-and-cardigans/100-merino-wool-v-neck-sweater_27021289,https://shop.mango.com/in/en/p/men/sweaters-and-cardigans/100-merino-wool-v-neck-sweater_27021289,100% merino wool V-neck sweater - Men | MANGO USA,Black,60.06,80.09,25.01,25.01,True,4993.0,,55.57,,,,False,-4.49,"100% MERINO WOOL V-NECK SWEATER | 100% merino wool. Straight silhouette. V-neck. Fine knit fabric. Long sleeves with elastic cuffs. Long sleeves. Ribbed finish on neckline, sleeves, and hem. Straight hem. Exclusive Online | Turin 100% wool suit pants | 100% merino wool cardigan | 100% wool fine-knit sweater | 100% merino wool turtleneck sweater | Composition: 100% wool","China
Dye",text=DETAILS,,text=DETAILS,,2026-02-11,89.85
27021319,Women,comparison_jeans,Women_jeans,https://shop.mango.com/us/en/p/women/jeans/balloon/mid-rise-balloon-jeans_27021319,https://shop.mango.com/in/en/p/women/jeans/balloon/mid-rise-balloon-jeans_27021319,Mid-rise balloon jeans - Women | MANGO USA,Burnt Orange,45.98,89.98,48.9,48.9,True,5035.0,,56.04,,,,False,10.06,Composition: 100% cotton,"Morocco
Dye",text=DETAILS,,text=DETAILS,,2026-02-11,89.85
27024076,Women,comparison_tops,Women_tops,https://shop.mango.com/us/en/p/women/tops/basics/satin-top-with-straps_27024076,https://shop.mango.com/in/en/p/women/tops/basics/satin-top-with-straps_27024076,Satin top with straps - Women | MANGO USA,Night Blue,69.91,,,,False,4009.0,,44.62,,,,False,-25.29,Composition: 100% polyester | Lining: 100% polyester,"China
Dye",text=DETAILS,,text=DETAILS,,2026-02-11,89.85
27025844,Women,comparison_tops,Women_tops,https://shop.mango.com/us/en/p/women/tops/basics/ribbed-knitted-top-with-zip_27025844,https://shop.mango.com/in/en/p/women/tops/basics/ribbed-knitted-top-with-zip_27025844,Ribbed knitted top with zip - Women | MANGO USA,Khaki,80.44,,,,False,4318.0,,48.06,,,,False,-32.38,Composition: 100% cotton,"China
Dye",text=DETAILS,,text=DETAILS,,2026-02-11,89.85
27031254,Men,comparison_men_knitwear,Men_men_knitwear,https://shop.mango.com/us/en/p/men/sweaters-and-cardigans/sweaters/wool-blend-sweater-with-zipper_27031254,https://shop.mango.com/in/en/p/men/sweaters-and-cardigans/sweaters/wool-blend-sweater-with-zip_27031254,Wool-blend sweater with zipper - Men | MANGO USA,Light Heather Grey,80.02,100.02,20.0,20.0,True,6255.0,,69.62,,,,False,-10.4,"100% cotton Oxford shirt | Composition: 35% wool, 35% acrylic, 30% polyamide","China
Dye",text=DETAILS,,text=DETAILS,,2026-02-11,89.85
27031334,Women,comparison_outerwear,Women_outerwear,https://shop.mango.com/us/en/p/women/jackets/wool-jacket-with-shirt-collar_27031334,https://shop.mango.com/in/en/p/women/jackets/wool-jacket-with-shirt-collar_27031334,Wool jacket with shirt collar - Women | MANGO USA,Medium Brown,96.64,140.94,31.43,31.43,True,7015.0,,78.07,,,,False,-18.57,"Composition: 49% polyester, 45% wool, 4% acrylic, 1% polyamide, 1% viscose | Lining: 100% polyester","Cambodia
Dye",text=DETAILS,,text=DETAILS,,2026-02-11,89.85
27037154,Women,comparison_dresses,Women_dresses,https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/casual/printed-strapless-jumpsuit_27037154,https://shop.mango.com/in/en/p/women/dresses-and-jumpsuits/casual/printed-strapless-jumpsuit_27037154,Printed strapless jumpsuit - Women | MANGO USA,Ecru,90.22,,,,False,5026.0,,55.94,,,,False,-34.28,"Composition: 88% viscose, 12% polyamide | Lining: 100% cotton","China
Dye",text=DETAILS,,text=DETAILS,,2026-02-11,89.85
27037158,Women,comparison_tops,Women_tops,https://shop.mango.com/us/en/p/women/tops/basics/halter-neck-denim-top_27037158,https://shop.mango.com/in/en/p/women/tops/basics/halter-neck-denim-top_27037158,Halter-neck denim top - Women | MANGO USA,NEW NOW,60.01,,,,False,3264.0,,36.33,,,,False,-23.68,100% linen crop top | Composition: 100% cotton,"Bangladesh
CARE

Machine washing max",text=DETAILS,,text=DETAILS,,2026-02-11,89.85
27041178,Men,comparison_men_outerwear,Men_men_outerwear,https://shop.mango.com/us/en/p/men/coats/coats/short-double-breasted-wool-coat_27041178,https://shop.mango.com/in/en/p/men/coats/coats/short-double-breasted-wool-coat_27041178,Short double-breasted wool coat - Men | MANGO USA,Navy,180.03,230.03,21.74,21.74,True,15008.0,,167.03,,,,False,-13.0,"100% cotton regular-fit cropped jeans | Composition: 55% wool, 39% polyester, 2% polyamide, 2% acrylic, 2% lyocell | Lining: 100% polyester | Pockets lining: 80% polyester, 20% cotton | Body 2: 100% cotton","China
CARE

No washing

Do not bleach

Ironing max",text=DETAILS,,text=DETAILS,,2026-02-11,89.85
27041191,Men,comparison_men_outerwear,Men_men_outerwear,https://shop.mango.com/us/en/p/men/jackets-and-overshirts/denim/quilted-jacket-with-corduroy-collar_27041191,https://shop.mango.com/in/en/p/men/jackets-and-overshirts/denim/quilted-jacket-with-corduroy-collar_27041191,Quilted jacket with corduroy collar - Men | MANGO USA,Night Blue,140.18,,,,False,8342.0,,92.84,,,,False,-47.34,"100% cotton slim-fit striped shirt | Composition: 100% cotton | Lining: 65% viscose, 35% polyester | Sleeve lining: 100% polyester | Filling: 100% polyester | Collar: 100% cotton","China
Dye",text=DETAILS,,text=DETAILS,,2026-02-11,89.85
27041228,Women,comparison_tops,Women_tops,https://shop.mango.com/us/en/p/women/shirts---blouses/long-sleeve/slim-fit-poplin-shirt_27041228,https://shop.mango.com/in/en/p/women/shirts---blouses/shirts/slim-fit-poplin-shirt_27041228?c=30,Slim-fit poplin shirt - Women | MANGO USA,Sky Blue,49.94,,,,False,3009.0,,33.49,,,,False,-16.45,"Composition: 96% cotton, 4% elastane","Bangladesh
Dye",text=DETAILS,,text=DETAILS,,2026-02-11,89.85
27041261,Men,comparison_men_knitwear,Men_men_knitwear,https://shop.mango.com/us/en/p/men/sweaters-and-cardigans/basics/100-cotton-structured-knitted-sweater_27041261,https://shop.mango.com/in/en/p/men/sweaters-and-cardigans/basics/100-cotton-structured-knitted-sweater_27041261,100% cotton structured knitted sweater - Men | MANGO USA,Black,59.79,79.72,25.0,25.0,True,5045.0,,56.15,,,,False,-3.64,"100% COTTON STRUCTURED KNITTED SWEATER | Regular fit. 100% Cotton. Structured knit fabric. Round neck. Long sleeves. Ribbed neck, cuffs, and hem | 100% merino wool cardigan | 100% wool fine-knit sweater | 100% cotton cable-knit sweater | Composition: 100% cotton","Bangladesh
Dye",text=DETAILS,,text=DETAILS,,2026-02-11,89.85
27041283,Men,comparison_men_knitwear,Men_men_knitwear,https://shop.mango.com/us/en/p/men/sweaters-and-cardigans/sweaters/ribbed-sweater-with-zip-neck_27041283,https://shop.mango.com/in/en/p/men/sweaters-and-cardigans/sweaters/ribbed-sweater-with-zip-neck_27041283,Ribbed sweater with zip neck - Men | MANGO USA,Black,70.03,,,,False,4267.0,,47.49,,,,False,-22.54,"100% merino wool zip-neck sweater | 100% merino wool turtleneck sweater | 100% wool turtleneck sweater | Composition: 50% polyester, 40% cotton, 10% viscose","Bangladesh
Dye",text=DETAILS,,text=DETAILS,,2026-02-11,89.85
27041284,Men,comparison_men_knitwear,Men_men_knitwear,https://shop.mango.com/us/en/p/men/sweaters-and-cardigans/basics/100-wool-fine-knit-sweater_27041284,https://shop.mango.com/in/en/p/men/sweaters-and-cardigans/basics/100-wool-fine-knit-sweater_27041284,100% wool fine-knit sweater - Men | MANGO USA,Black,80.0,,,,False,4990.0,,55.54,,,,False,-24.46,"100% WOOL FINE-KNIT SWEATER | 100% wool. Fine knit fabric. Regular fit. Round neck. Ribbed neck, cuffs and hem | 100% merino wool turtleneck sweater | 100% wool turtleneck sweater | 100% merino wool zip-neck sweater | Regular-fit 100% cotton trench coat | Composition: 100% wool","China
Dye",text=DETAILS,,text=DETAILS,,2026-02-11,89.85
27041285,Men,comparison_men_knitwear,Men_men_knitwear,https://shop.mango.com/us/en/p/men/sweaters-and-cardigans/sweaters/100-merino-wool-zip-neck-sweater_27041285,https://shop.mango.com/in/en/p/men/sweaters-and-cardigans/sweaters/100-merino-wool-zip-neck-sweater_27041285,100% merino wool zip-neck sweater - Men | MANGO USA,Black,90.48,,,,False,5265.0,,58.6,,,,False,-31.88,"100% MERINO WOOL ZIP-NECK SWEATER | Regular fit. 100% merino wool. Fine knit fabric. Perkins collar with zipper closure. Long sleeves with elastic cuffs. Ribbed finish on neck, sleeves, and hem | 100% cotton slim-fit t-shirt | 100% merino wool turtleneck sweater | 100% wool turtleneck sweater | 100% wool fine-knit sweater | Composition: 100% wool","China
Dye",text=DETAILS,,text=DETAILS,,2026-02-11,89.85
27042538,Women,comparison_dresses,Women_dresses,https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/belt-shirt-dress_27042538?c=70,https://shop.mango.com/in/en/p/women/dresses-and-jumpsuits/dresses/belt-shirt-dress_27042538?c=70,Belt shirt dress - Women | MANGO USA,Red,90.58,,,,False,4997.0,,55.61,,,,False,-34.97,100% cotton fabric. Midi design. A-line design. Shirt collar. Short sleeves. Belt loops. Adjustable belt. Front button closure | Composition: 100% cotton,"China
Dye",text=DETAILS,,text=DETAILS,,2026-02-11,89.85
27042539,Women,comparison_dresses,Women_dresses,https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/casual/floral-embroidery-dress_27042539,https://shop.mango.com/in/en/p/women/dresses-and-jumpsuits/casual/floral-embroidery-dress_27042539,Floral embroidery dress - Women | MANGO USA,Black,138.27,,,,False,6910.0,,76.91,,,,False,-61.36,"100% cotton fabric. Midi design. A-line design. Low-cut Neckline. Sleeveless. Wide strap. Back zipper closure. Inner lining | Composition: 100% cotton | Lining: 80% polyester, 20% cotton | Embroidery: 50% cotton, 50% polyester","China
Dye",text=DETAILS,,text=DETAILS,text=COMPOSITION AND CARE,2026-02-11,89.85
27044044,Women,comparison_tops,Women_tops,https://shop.mango.com/us/en/p/women/shirts---blouses/blouses/a-line-cotton-blouse_27044044,https://shop.mango.com/in/en/p/women/shirts---blouses/blouses/a-line-cotton-blouse_27044044,A-line cotton blouse - Women | MANGO USA,Coral Red,60.06,,,,False,3252.0,,36.19,,,,False,-23.87,Composition: 100% cotton | Lining: 100% cotton,"China
Dye",text=DETAILS,,text=DETAILS,,2026-02-11,89.85
27047783,Women,comparison_tops,Women_tops,https://shop.mango.com/us/en/p/women/tops/basics/top-with-straps-and-buttons_27047783,https://shop.mango.com/in/en/p/women/tops/basics/top-with-straps-and-buttons_27047783,Top with straps and buttons - Women | MANGO USA,Black,60.31,,,,False,3490.0,,38.84,,,,False,-21.47,"Composition: 69% viscose, 31% polyamide","Cambodia
Dye",text=DETAILS,,text=DETAILS,,2026-02-11,89.85
27051199,Women,comparison_dresses,Women_dresses,https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/asymmetrical-dress-with-scarf_27051199,https://shop.mango.com/in/en/p/women/dresses-and-jumpsuits/dresses/asymmetrical-dress-with-scarf_27051199,Asymmetrical dress with scarf - Women | MANGO USA,Night Blue,99.74,,,,False,6015.0,,66.94,,,,False,-32.8,Composition: 100% polyester | Lining: 100% polyester,"Vietnam
Dye",text=DETAILS,,text=DETAILS,,2026-02-11,89.85
27051250,Men,comparison_men_knitwear,Men_men_knitwear,https://shop.mango.com/us/en/p/men/sweaters-and-cardigans/basics/structured-knitted-sweater_27051250,https://shop.mango.com/in/en/p/men/sweaters-and-cardigans/basics/structured-knitted-sweater_27051250,Structured knitted sweater - Men | MANGO USA,Prussian Blue,74.98,99.97,25.0,25.0,True,6491.0,,72.24,,,,False,-2.74,"100% cotton cable-knit sweater | 100% wool fine-knit sweater | Composition: 52% acrylic, 25% polyester, 14% polyamide, 5% viscose, 4% wool","China
Dye",text=DETAILS,,text=DETAILS,,2026-02-11,89.85
27051258,Men,comparison_men_outerwear,Men_men_outerwear,https://shop.mango.com/us/en/p/men/jackets-and-overshirts/jackets/zip-up-cloth-jacket_27051258,https://shop.mango.com/in/en/p/men/jackets-and-overshirts/jackets/zip-up-cloth-jacket_27051258,Zip-up cloth jacket - Men | MANGO USA,Sand,79.64,99.55,20.0,20.0,True,6138.0,,68.31,,,,False,-11.33,"100% Italian wool knitted sweater | Zip-neck 100% lightweight cotton sweatshirt | 100% cotton water-repellent jacket | Composition: 91% polyester, 9% viscose | Pockets lining: 100% polyester","China
Dye",text=DETAILS,,text=DETAILS,,2026-02-11,89.85
27051274,Women,comparison_tops,Women_tops,https://shop.mango.com/us/en/p/women/shirts---blouses/long-sleeve/satin-finish-flowy-shirt_27051274,https://shop.mango.com/in/en/p/women/shirts---blouses/shirts/satin-finish-flowy-shirt_27051274?c=52,Satin finish flowy shirt - Women | MANGO USA,Ecru,60.2,,,,False,3292.0,,36.64,,,,False,-23.56,Composition: 100% polyester,"Vietnam
Dye",text=DETAILS,,text=DETAILS,,2026-02-11,89.85
27061234,Men,comparison_men_shirts,Men_men_shirts,https://shop.mango.com/us/en/p/men/shirts/cotton-knit-shirt_27061234,https://shop.mango.com/in/en/p/men/shirts/cotton-knit-shirt_27061234,Cotton knit shirt - Men | MANGO USA,Navy,79.39,,,,False,4991.0,,55.55,,,,False,-23.84,"100% linen bowling-collar shirt | 100% merino wool cardigan | Structured knit polo, 100% cotton, with buttons | Composition: 58% polyester, 42% cotton","China
Dye",text=DETAILS,,text=DETAILS,,2026-02-11,89.85
27061263,Women,comparison_tops,Women_tops,https://shop.mango.com/us/en/p/women/tops/knitwear/turtleneck-knit-top_27061263,https://shop.mango.com/in/en/p/women/tops/knitwear/turtleneck-knit-top_27061263,Turtleneck knit top - Women | MANGO USA,Ecru,39.8,59.7,33.33,33.33,True,3289.0,,36.61,,,,False,-3.19,"Composition: 42% polyester, 36% acrylic, 22% polyamide","China
Dye",text=DETAILS,,text=DETAILS,,2026-02-11,89.85
27063709,Kids,comparison_girldresses,Kids_girldresses,https://shop.mango.com/us/en/p/baby-girls/dresses-and-jumpsuits/dresses/denim-pinafore_27063709,https://shop.mango.com/in/en/p/baby-girls/dresses-and-jumpsuits/dresses/denim-pinafore_27063709,Denim pinafore - Kids | MANGO USA,Denim Grey,35.98,,,,False,2092.0,,23.28,,,,False,-12.7,100% cotton fabric. Denim-style cotton fabric. Short design. Straight neckline. Straps. Two side pockets | Composition: 100% cotton,"Bangladesh
Dye",text=DETAILS,,text=DETAILS,,2026-02-11,89.85
27065812,Women,comparison_dresses,Women_dresses,https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/casual/buttons-denim-jumpsuit_27065812,https://shop.mango.com/in/en/p/women/dresses-and-jumpsuits/casual/buttons-denim-jumpsuit_27065812,Buttons denim jumpsuit - Women | MANGO USA,Dark Blue,100.08,,,,False,5966.0,,66.4,,,,False,-33.68,Composition: 100% cotton,"Bangladesh
Dye",text=DETAILS,,text=DETAILS,,2026-02-11,89.85
