feature,coefficient,abs_coefficient
cat__materials_text_100% LINEN SHIRT | Shirt with a Mandarin collar and long sleeves adjustable with a button. Front button closure. Patch pocket on the chest. Made from 100% linen fabric. | Composition: 100% linen | / 100% LINEN SHIRT | 100% linen | 100% certified European grown linen,-0.3117489654381278,0.3117489654381278
cat__materials_text_90% wool | 48% polyester | 90% RCS-certified recycled wool | 48% RCS-certified recycled polyester,0.3079544431916421,0.3079544431916421
cat__materials_text_20% polyester,-0.30616829475917245,0.30616829475917245
cat__colour_from_title_Brown / Ecru,0.29377178714143604,0.29377178714143604
"cat__materials_text_Composition: 90% modal, 10% polyester | 10% polyester",0.2931856902265268,0.2931856902265268
"cat__materials_text_Composition: 58% cotton, 42% polyester | 58% cotton | 42% polyester | 42% RCS-certified recycled polyester | 58% OCS certified organically grown cotton",0.2854528330785039,0.2854528330785039
cat__colour_from_title_Lilac,0.279824544261846,0.279824544261846
cat__Source File_March22_120AM,-0.279227323779466,0.279227323779466
cat__materials_text_93% POLYESTER | 93% polyester | 93% RCS-certified recycled polyester,-0.2763152114587012,0.2763152114587012
cat__colour_from_title_Ecru / Navy,-0.27626880440578805,0.27626880440578805
cat__materials_text_64% polyester | 65% polyester | 35% cotton | 64% RCS-certified recycled polyester | 35% OCS certified organically grown cotton | 65% RCS-certified recycled polyester,0.2679858246667698,0.2679858246667698
cat__Source File_comparison_boytrousers,-0.25586933424461816,0.25586933424461816
cat__materials_text_100% cotton | 100% polyester | 100% OCS certified organically grown cotton | 100% RCS-certified recycled polyester,0.2476498206802053,0.2476498206802053
cat__colour_from_title_Multi-color,-0.24761248963276491,0.24761248963276491
"cat__materials_text_Composition: 52% polyester, 48% cellulose paste | 52% polyester | 52% RCS-certified recycled polyester",-0.2415283439726932,0.2415283439726932
"cat__materials_text_Composition: 74% cotton, 26% polyester | 74% cotton | 26% polyester | 26% RCS-certified recycled polyester | 74% OCS certified organically grown cotton",0.24082525460744084,0.24082525460744084
"cat__materials_text_Composition: 70% cotton, 30% linen | 70% cotton | 30% linen | 30% RCS-certified recycled linen | 70% RCS-certified recycled cotton",0.23079261609684185,0.23079261609684185
"cat__materials_text_Composition: 68% cotton, 32% polyamide | 68% cotton | 68% OCS certified organically grown cotton",0.2295543503458373,0.2295543503458373
cat__materials_text_50% wool | 50% polyester | 54% polyester | 50% RWS certified wool | 50% RCS-certified recycled polyester,0.22710261031263662,0.22710261031263662
cat__materials_text_82% polyester | 100% polyester | 82% RCS-certified recycled polyester,-0.226857202134212,0.226857202134212
"cat__materials_text_Composition: 99% cotton, 1% viscose | 99% cotton",-0.22516575961275412,0.22516575961275412
"cat__materials_text_Composition: 53% linen, 47% viscose | 53% linen | 53% certified European grown linen",0.2236898747371795,0.2236898747371795
"cat__materials_text_Composition: 56% acrylic, 36% cotton, 8% polyamide | 36% cotton | 36% RCS-certified recycled cotton",-0.22058080569719715,0.22058080569719715
cat__materials_text_12% polyester,-0.2195785280204504,0.2195785280204504
"cat__materials_text_Composition: 88% modal, 12% polyester | 12% polyester",0.2186765195121012,0.2186765195121012
cat__colour_from_title_Golden,-0.21863584043294007,0.21863584043294007
"cat__materials_text_Composition: 37% cotton, 28% linen, 19% polyester, 16% polyamide | 37% cotton | 28% linen | 19% polyester | 19% RCS-certified recycled polyester | 37% OCS certified organically grown cotton",0.2164531905341051,0.2164531905341051
cat__colour_from_title_Faded blue,-0.21630512502034918,0.21630512502034918
cat__materials_text_15% polyester | 15% RCS-certified recycled polyester,-0.2143309188661457,0.2143309188661457
cat__materials_text_46% linen | 55% polyester | 65% cotton | 35% polyester | 35% RCS-certified recycled polyester | 65% OCS certified organically grown cotton,0.21157779161646953,0.21157779161646953
cat__colour_from_title_Wine,0.21138036494559043,0.21138036494559043
cat__materials_text_72% cotton | 80% polyester | 20% cotton | 72% OCS certified organically grown cotton | 20% RCS-certified recycled cotton | 80% RCS-certified recycled polyester,0.21089291008231037,0.21089291008231037
cat__Source File_comparison_tops,-0.20384990122439178,0.20384990122439178
"cat__materials_text_Jogger pants with elastic waistband. Front pockets. Text print and elastic hem. 62% cotton fabric. | Composition: 75% cotton, 25% polyester | 75% cotton | 25% polyester | 50% RCS-certified recycled cotton | 25% RCS-certified recycled polyester | 25% OCS certified organically grown cotton",-0.20229868301312082,0.20229868301312082
cat__colour_from_title_Maroon,-0.20229868301312082,0.20229868301312082
cat__materials_text_100% cotton | 65% polyester | 35% cotton,-0.2015035040320688,0.2015035040320688
cat__materials_text_69% cotton | 71% polyester | 24% wool | 66% polyester | 55% cotton | 45% polyester | 69% OCS certified organically grown cotton | 24% RCS-certified recycled wool | 71% RCS-certified recycled polyester | 66% RCS-certified recycled polyester | 55% RCS-certified recycled cotton | 45% RCS-certified recycled polyester,0.20146080863390603,0.20146080863390603
"cat__materials_text_Composition: 74% polyester, 19% viscose, 7% elastane",0.19906857289510851,0.19906857289510851
cat__materials_text_100% cotton,0.19284640239033782,0.19284640239033782
cat__materials_text_50% wool | 45% polyester | 100% polyester | 36% RCS-certified recycled polyester | 50% RCS-certified recycled wool,0.19183027537602423,0.19183027537602423
cat__colour_from_title_Mid-ecru,0.19059521706573004,0.19059521706573004
cat__made_in_India,0.18930363904111133,0.18930363904111133
"cat__materials_text_Composition: 57% cotton, 43% polyester | 57% cotton | 43% polyester | 43% RCS-certified recycled polyester | 57% OCS certified organically grown cotton",0.18917834917153492,0.18917834917153492
cat__materials_text_70% cotton | 30% polyester | 65% polyester | 35% cotton | 100% polyester | 30% RCS-certified recycled polyester | 70% RCS-certified recycled cotton,0.18740481982117838,0.18740481982117838
cat__made_in_Cambodia,0.18643510253840442,0.18643510253840442
"cat__materials_text_Composition: 50% modal, 47% cotton, 3% elastane | 47% cotton",0.18583703001583216,0.18583703001583216
"cat__materials_text_Composition: 94% cotton, 4% elastomultiester, 2% elastane | 94% cotton",-0.1831427604218283,0.1831427604218283
cat__Source File_comparison_shirtsl765.html,0.18303170653662018,0.18303170653662018
"cat__materials_text_Composition: 70% polyester, 25% zinc, 3% brass, 1% iron, 1% Ag | 70% polyester | 70% RCS-certified recycled polyester",0.1813726712792611,0.1813726712792611
cat__materials_text_Composition: 100% cotton | 100% cotton | 70% RCS-certified recycled cotton | 30% OCS certified organically grown cotton,-0.1795154555892727,0.1795154555892727
cat__colour_from_title_Black / White,0.17828230904187492,0.17828230904187492
cat__colour_from_title_Light camel,0.17708711214460954,0.17708711214460954
cat__Source File_comparison_boyshirts,0.17684397661805845,0.17684397661805845
cat__colour_from_title_Blue / Indigo,-0.17343670073128511,0.17343670073128511
cat__materials_text_54% wool | 33% polyester | 100% polyester | 33% RCS-certified recycled polyester | 54% RCS-certified recycled wool | 100% RCS-certified recycled polyester,-0.16917867231596828,0.16917867231596828
"cat__materials_text_Composition: 60% cotton, 40% polyester",-0.16754689472131182,0.16754689472131182
cat__materials_text_COMPOSITION: 100% COTTON | 100% cotton,-0.16685239795637277,0.16685239795637277
cat__materials_text_52% wool | 43% polyester | 68% polyester | 32% cotton | 43% RCS-certified recycled polyester | 52% RCS-certified recycled wool,0.16652611919482702,0.16652611919482702
cat__materials_text_100% cotton | 74% cotton | 23% polyester | 100% OCS certified organically grown cotton | 23% RCS-certified recycled polyester | 74% OCS certified organically grown cotton,0.16616194593213704,0.16616194593213704
cat__colour_from_title_Anthracite grey,-0.16479084104331868,0.16479084104331868
"cat__materials_text_Composition: 93% viscose, 7% polyester | 7% polyester",-0.16067902916459958,0.16067902916459958
cat__colour_from_title_Burgundy,-0.1588771185434962,0.1588771185434962
cat__IN_on_sale_True,0.15850772262255894,0.15850772262255894
cat__IN_on_sale_False,-0.1585077226225142,0.1585077226225142
cat__colour_from_title_Gray / Tan,-0.1581369839233708,0.1581369839233708
cat__materials_text_56% polyester | 44% cotton | 100% cotton,-0.1546092070578349,0.1546092070578349
cat__materials_text_REGULAR FIT 100% LINEN SHIRT | Composition: 100% linen | / REGULAR FIT 100% LINEN SHIRT | 100% linen,-0.15305264043095668,0.15305264043095668
cat__materials_text_100% LINEN RELAXED FIT SHIRT | Composition: 100% linen | / 100% LINEN RELAXED FIT SHIRT | 100% linen,-0.15305264043095668,0.15305264043095668
cat__Source File_comparison_suitsl808.html,0.15262426358142187,0.15262426358142187
cat__colour_from_title_Soft gold,0.15224939165560608,0.15224939165560608
cat__materials_text_100% cotton | 66% polyester | 34% cotton | 100% polyester | 100% RCS-certified recycled cotton | 34% OCS certified organically grown cotton | 66% RCS-certified recycled polyester | 100% RCS-certified recycled polyester,0.15209896179299184,0.15209896179299184
cat__materials_text_76% polyester | 76% RCS-certified recycled polyester,-0.15076233010875703,0.15076233010875703
cat__materials_text_100% polyester | 97% polyester | 100% RCS-certified recycled polyester | 97% RCS-certified recycled polyester,0.1490320177268613,0.1490320177268613
"cat__materials_text_Composition: 46% cotton, 22% polyester, 20% viscose, 12% polyamide | 46% cotton | 22% polyester | 22% RCS-certified recycled polyester | 46% OCS certified organically grown cotton",-0.14876145127771231,0.14876145127771231
cat__materials_text_100% cotton | 100% polyester | 90% RCS-certified recycled cotton | 10% OCS certified organically grown cotton | 100% RCS-certified recycled polyester,0.14705201856122851,0.14705201856122851
cat__colour_from_title_Denim Blue,0.14705201856122851,0.14705201856122851
cat__materials_text_97% cotton | 3% polyester | 100% cotton | 97% OCS certified organically grown cotton,0.146127358604326,0.146127358604326
"cat__materials_text_Composition: 59% polyester, 41% wool | 59% polyester | 41% wool | 41% RWS certified wool | 59% RCS-certified recycled polyester",0.14611352075404527,0.14611352075404527
"cat__materials_text_Composition: 91% modal, 9% polyester | 9% polyester",0.14592455826165496,0.14592455826165496
cat__materials_text_100% LINEN POCKET JACKET | 100% linen | 100% cotton | / 100% LINEN POCKET JACKET | 100% certified European grown linen,-0.14557092914058642,0.14557092914058642
"cat__materials_text_Composition: 51% polyamide, 49% polyester | 49% polyester | 49% RCS-certified recycled polyester",0.14406311004236144,0.14406311004236144
"cat__materials_text_Composition: 57% cotton, 27% linen, 16% lyocell | 57% cotton | 27% linen | 57% RCS-certified recycled cotton",0.14307329419772874,0.14307329419772874
cat__Segment_Women,0.14231298021809685,0.14231298021809685
cat__Source File_comparison_dresses,-0.141144116946212,0.141144116946212
cat__materials_text_75% wool | 100% polyester | 75% RWS certified wool | 100% RCS-certified recycled polyester,0.1400490038701063,0.1400490038701063
"cat__materials_text_Composition: 95% cotton, 5% elastane | 95% cotton | 95% OCS certified organically grown cotton",-0.13858682089240026,0.13858682089240026
cat__materials_text_CROPPED FIT 100% LINEN OVERSHIRT | 100% linen | 62% cotton | 38% polyester | 95% polyester | / CROPPED FIT 100% LINEN OVERSHIRT | 100% certified European grown linen | 62% OCS certified organically grown cotton | 38% RCS-certified recycled polyester | 95% RCS-certified recycled polyester,-0.1345965339746235,0.1345965339746235
cat__colour_from_title_Indigo,0.1324540704500396,0.1324540704500396
cat__made_in_Indonesia,0.12923052183556216,0.12923052183556216
"cat__materials_text_Composition: 63% polyester, 36% viscose, 1% elastane | 63% polyester",0.12923052183556216,0.12923052183556216
cat__Category_WOMAN,0.12922298901384818,0.12922298901384818
cat__materials_text_100% cotton | 65% cotton | 35% polyester | 100% polyester | 100% RCS-certified recycled cotton | 65% OCS certified organically grown cotton | 35% RCS-certified recycled polyester | 100% RCS-certified recycled polyester,0.12903469037073942,0.12903469037073942
cat__Source File_comparison_skirts,-0.12840575144488792,0.12840575144488792
cat__colour_from_title_Chocolate brown,0.1247922543779985,0.1247922543779985
"cat__materials_text_Composition: 62% polyester, 32% viscose, 6% elastane | 62% polyester | 62% RCS-certified recycled polyester",0.1247922543779985,0.1247922543779985
cat__materials_text_100% cotton | 100% RCS-certified recycled cotton,-0.12365919185160563,0.12365919185160563
cat__Source File_comparison_trousers,-0.12119518086615264,0.12119518086615264
cat__colour_from_title_Raspberry,-0.12021752557900449,0.12021752557900449
cat__Source File_comparison_tshirts,0.11867780892819789,0.11867780892819789
cat__colour_from_title_Ivory,-0.11848855387484603,0.11848855387484603
"cat__materials_text_Composition: 62% polyester, 38% cotton, 0% viscose | 62% polyester | 38% cotton",0.11829546099295475,0.11829546099295475
cat__materials_text_96% polyester | 100% polyester | 100% RCS-certified recycled polyester | 96% RCS-certified recycled polyester,0.11532848316793712,0.11532848316793712
cat__Source File_men_new,0.11466480550482573,0.11466480550482573
cat__materials_text_100% cotton | 69% polyester | 100% OCS certified organically grown cotton,0.11443081547597832,0.11443081547597832
"cat__materials_text_Composition: 51% polyester, 49% cotton, 0% viscose | 51% polyester | 49% cotton | 51% RCS-certified recycled polyester | 49% RCS-certified recycled cotton",0.11351415891679215,0.11351415891679215
"cat__materials_text_Composition: 51% polyester, 49% cotton | 51% polyester | 49% cotton | 51% RCS-certified recycled polyester | 49% OCS certified organically grown cotton",0.11218826088530015,0.11218826088530015
cat__materials_text_86% polyester | 100% polyester,-0.11183432638089091,0.11183432638089091
cat__materials_text_98% cotton | 100% polyester | 100% RCS-certified recycled polyester,0.11019036950227531,0.11019036950227531
cat__colour_from_title_Ecru / Red,0.11019036950227531,0.11019036950227531
cat__colour_from_title_various,0.10858509666071543,0.10858509666071543
cat__materials_text_52% cotton | 38% polyester | 80% polyester | 20% cotton | 52% RCS-certified recycled cotton | 38% RCS-certified recycled polyester | 20% RCS-certified recycled cotton | 80% RCS-certified recycled polyester,0.10804355780070604,0.10804355780070604
"cat__materials_text_Composition: 65% polyester, 35% cotton | 65% polyester | 35% cotton | 65% RCS-certified recycled polyester | 35% OCS certified organically grown cotton",-0.10772819138995658,0.10772819138995658
"cat__materials_text_Composition: 87% lyocell, 13% polyester | 13% polyester",-0.10579118216164919,0.10579118216164919
"cat__materials_text_Relaxed fit pants made from 23% wool fabric. Front pockets and back double-welt pockets with button. Front zip and button closure. | Composition: 60% polyester, 23% wool, 17% viscose | 60% polyester | 23% wool | 23% RWS certified wool | 60% RCS-certified recycled polyester",0.10568339065082624,0.10568339065082624
"cat__materials_text_Composition: 61% polyester, 39% cotton, 0% viscose | 61% polyester | 39% cotton",0.10420140555391263,0.10420140555391263
cat__Source File_comparison_rousers,0.10420042688008394,0.10420042688008394
"cat__materials_text_Composition: 59% linen, 41% cotton | 59% linen | 41% cotton | 59% certified European grown linen | 41% OCS certified organically grown cotton",0.10402262609461765,0.10402262609461765
cat__colour_from_title_White / Red,0.10220377762466067,0.10220377762466067
cat__materials_text_Composition: 100% cotton | 100% cotton | 20% RCS-certified recycled cotton | 80% OCS certified organically grown cotton,-0.1001859699643184,0.1001859699643184
"cat__materials_text_Composition: 89% viscose, 11% polyester | 11% polyester",0.10009243511666163,0.10009243511666163
cat__made_in_Bangladesh,0.09938838891460869,0.09938838891460869
"cat__materials_text_Composition: 72% cotton, 25% polyester, 3% other fibres",0.09935058110697674,0.09935058110697674
cat__materials_text_65% polyester | 35% wool | 100% polyester | 35% RCS-certified recycled wool | 65% RCS-certified recycled polyester | 100% RCS-certified recycled polyester,0.09886567760956282,0.09886567760956282
"cat__materials_text_Composition: 60% polyester, 40% cotton | 60% polyester | 40% cotton",0.09532158780018499,0.09532158780018499
cat__colour_from_title_Red,0.09524188416205862,0.09524188416205862
cat__Category_MAN,-0.09226711039895026,0.09226711039895026
"cat__materials_text_Composition: 98% cotton, 2% elastane",-0.0918012147619515,0.0918012147619515
"cat__materials_text_Relaxed fit pants made from 24% wool fabric. Waist with front pleat detail. Front pockets and back welt pockets. Front zip and hidden metal hook closure. | Composition: 33% polyester, 31% acrylic, 24% wool, 7% cotton, 5% other fibres | 33% polyester | 24% wool | 7% cotton | 24% RCS-certified recycled wool | 7% RCS-certified recycled cotton | 33% RCS-certified recycled polyester",0.09112554502173718,0.09112554502173718
cat__colour_from_title_Ecru,-0.0910530778242705,0.0910530778242705
cat__colour_from_title_Dark yellow,-0.08972486301408515,0.08972486301408515
cat__colour_from_title_Gray green,0.08963530911045463,0.08963530911045463
cat__materials_text_100% LINEN FROCK COAT | Composition: 100% linen | / 100% LINEN FROCK COAT | 100% linen,0.08963530911045463,0.08963530911045463
cat__materials_text_Composition: 100% cotton | 100% cotton | 50% OCS certified organically grown cotton,0.08783987397048457,0.08783987397048457
cat__colour_from_title_Green,-0.0865955959264926,0.0865955959264926
cat__materials_text_100% LINEN RELAXED FIT SHIRT | Composition: 100% linen | / 100% LINEN RELAXED FIT SHIRT,-0.0862146109425322,0.0862146109425322
cat__colour_from_title_Green stripe,0.08456586045963173,0.08456586045963173
"cat__materials_text_Composition: 37% viscose, 27% cotton, 22% polyester, 14% polyamide | 27% cotton | 22% polyester | 22% RCS-certified recycled polyester | 27% OCS certified organically grown cotton",0.08456586045963173,0.08456586045963173
cat__materials_text_100% LINEN SUIT BLAZER | 100% linen | 100% polyester | / 100% LINEN SUIT BLAZER | 100% certified European grown linen | 100% RCS-certified recycled polyester,0.08411776508746291,0.08411776508746291
"cat__materials_text_Composition: 99% cotton, 1% elastane | 99% cotton",0.08207587351191262,0.08207587351191262
cat__colour_from_title_Sand / Black,-0.0817452296697542,0.0817452296697542
"cat__materials_text_Composition: 64% cotton, 36% polyester | 64% cotton | 36% polyester | 33% RCS-certified recycled polyester | 22% RCS-certified recycled cotton | 42% OCS certified organically grown cotton",0.07985541722883982,0.07985541722883982
cat__colour_from_title_Mink,0.07965046591389932,0.07965046591389932
cat__materials_text_81% cotton | 19% polyester | 97% cotton | 19% RCS-certified recycled polyester | 81% OCS certified organically grown cotton | 97% OCS certified organically grown cotton,-0.07954333739392601,0.07954333739392601
"cat__materials_text_Composition: 65% cotton, 35% polyester | 65% cotton | 35% polyester | 35% RCS-certified recycled polyester | 65% OCS certified organically grown cotton",0.07920033014514215,0.07920033014514215
cat__colour_from_title_Navy / White,0.07920033014514215,0.07920033014514215
"cat__materials_text_Composition: 67% polyester, 27% viscose, 6% elastane | 67% polyester | 67% RCS-certified recycled polyester",0.07684502808217637,0.07684502808217637
cat__made_in_Tunisia,-0.07672634723223581,0.07672634723223581
"cat__materials_text_Composition: 71% polyester, 25% viscose, 4% elastane | 71% polyester | 71% RCS-certified recycled polyester",-0.07672634723223581,0.07672634723223581
cat__materials_text_64% polyester | 64% RCS-certified recycled polyester,-0.07552354271188871,0.07552354271188871
cat__colour_from_title_Dark fuchsia,-0.07518428628887625,0.07518428628887625
cat__Segment_Men,-0.07344008787643214,0.07344008787643214
cat__colour_from_title_Dusty pink,-0.0734117477367484,0.0734117477367484
cat__materials_text_100% polyester | 100% RCS-certified recycled polyester,-0.07248901802476865,0.07248901802476865
cat__colour_from_title_Stone,0.07237727981914818,0.07237727981914818
"cat__materials_text_Relaxed fit cropped pants made of flowy fabric with a viscose and 8% linen blend. Adjustable waist with interior drawstring. Front pleats. Side pockets and back double welt pockets with button. Adjustable hem with side drawstrings. Front crisscross drawstring closure. | Composition: 92% viscose, 8% linen | 8% linen",0.07181110648966312,0.07181110648966312
cat__materials_text_Composition: 100% cotton | 100% cotton | 20% RCS-certified recycled cotton,-0.07165666997045891,0.07165666997045891
cat__Source File_comparison_girlnew,0.0708564154440562,0.0708564154440562
"cat__materials_text_Composition: 50% polyester, 34% viscose, 16% polyamide | 50% polyester | 50% RCS-certified recycled polyester",0.07047104790793733,0.07047104790793733
cat__Source File_comparison_outerwear,0.06973179667315792,0.06973179667315792
cat__materials_text_100% cotton | 48% polyester | 100% OCS certified organically grown cotton | 48% RCS-certified recycled polyester,0.06901913592198929,0.06901913592198929
cat__Segment_Kids,-0.06887289234173193,0.06887289234173193
"cat__materials_text_Composition: 50% cotton, 25% polyester, 24% viscose, 1% other fibres | 50% cotton | 25% polyester | 50% RCS-certified recycled cotton | 25% RCS-certified recycled polyester",0.06884618552713638,0.06884618552713638
cat__colour_from_title_Black,0.06852235575087046,0.06852235575087046
cat__materials_text_100% polyester | 100% cotton | 100% OCS certified organically grown cotton | 100% RCS-certified recycled polyester,-0.06844197987682858,0.06844197987682858
cat__colour_from_title_Mauve,-0.06798548193822138,0.06798548193822138
"cat__materials_text_Composition: 55% linen, 45% viscose | 55% linen",0.06777185624893926,0.06777185624893926
cat__colour_from_title_Red / Navy,0.0674625763083709,0.0674625763083709
"cat__materials_text_Composition: 99% cotton, 1% elastane | 99% cotton | 70% OCS certified organically grown cotton | 29% RCS-certified recycled cotton",-0.06717495920593976,0.06717495920593976
cat__materials_text_Composition: 100% cotton | 100% cotton | 30% RCS-certified recycled cotton,-0.0670100950482479,0.0670100950482479
"cat__materials_text_Composition: 88% polyester, 12% elastane | 88% polyester",-0.06658087422018161,0.06658087422018161
cat__colour_from_title_Dark navy,0.06633751131916953,0.06633751131916953
cat__materials_text_100% LINEN SUIT JACKET | 100% linen | 100% polyester | / 100% LINEN SUIT JACKET | 100% certified European grown linen,0.06541852107196217,0.06541852107196217
cat__materials_text_100% LINEN SUIT JACKET | 100% linen | 100% polyester | / 100% LINEN SUIT JACKET | 100% certified European grown linen | 100% RCS-certified recycled polyester,0.06521328626095411,0.06521328626095411
cat__materials_text_95% polyester | 100% polyester | 95% RCS-certified recycled polyester | 100% RCS-certified recycled polyester,0.0645876495043473,0.0645876495043473
cat__colour_from_title_Brown-Blue,-0.06339873286452417,0.06339873286452417
"cat__materials_text_Composition: 55% linen, 45% cotton | 55% linen | 45% cotton | 45% RCS-certified recycled cotton",0.06300949550737492,0.06300949550737492
cat__colour_from_title_taupe brown,0.06273509538147111,0.06273509538147111
cat__colour_from_title_Dark gray,0.06148352098603312,0.06148352098603312
"cat__materials_text_Composition: 95% cotton, 5% elastane | 95% cotton",-0.06072178947055663,0.06072178947055663
cat__Source File_comparison_jeans,-0.0587141739713129,0.0587141739713129
cat__colour_from_title_Brown / Taupe,0.05734308079682782,0.05734308079682782
cat__materials_text_20% polyester | 70% cotton | 100% polyester | 100% cotton | 100% RCS-certified recycled polyester | 20% RCS-certified recycled polyester | 70% OCS certified organically grown cotton,0.055138575653585195,0.055138575653585195
"cat__materials_text_Composition: 97% cotton, 3% elastane | 97% cotton",0.05383049308603518,0.05383049308603518
cat__colour_from_title_Light brown,-0.05273695065855505,0.05273695065855505
cat__materials_text_63% cotton | 37% polyester | 100% polyester | 35% polyester | 63% OCS certified organically grown cotton | 37% RCS-certified recycled polyester | 100% RCS-certified recycled polyester | 35% RCS-certified recycled polyester,0.05272319167177545,0.05272319167177545
cat__colour_from_title_Light gray,0.05272319167177545,0.05272319167177545
"cat__materials_text_Composition: 60% lyocell, 40% cotton | 40% cotton",0.05247963404212848,0.05247963404212848
"cat__materials_text_Composition: 61% cotton, 39% polyester | 61% cotton | 39% polyester | 39% RCS-certified recycled polyester | 61% OCS certified organically grown cotton",0.05041446211698103,0.05041446211698103
cat__colour_from_title_Light beige,-0.05014789021375954,0.05014789021375954
"cat__materials_text_Composition: 99% cotton, 1% elastane",-0.04855436528780178,0.04855436528780178
cat__made_in_Spain,-0.04766421253340252,0.04766421253340252
"cat__materials_text_Composition: 87% cotton, 13% linen | 87% cotton | 13% linen",0.04757561070703103,0.04757561070703103
cat__materials_text_Composition: 100% polyester | 100% polyester | 100% RCS-certified recycled polyester,0.047298192016098375,0.047298192016098375
cat__colour_from_title_Mid-gray,-0.04709571028353977,0.04709571028353977
cat__materials_text_100% LINEN WIDE FIT WRAP SHORTS | Composition: 100% linen | / 100% LINEN WIDE FIT WRAP SHORTS | 100% linen,0.04681298283057295,0.04681298283057295
cat__made_in_Portugal,0.04638841521330571,0.04638841521330571
"cat__materials_text_Composition: 91% polyester, 9% elastane | 91% polyester | 91% RCS-certified recycled polyester",0.04615753653843006,0.04615753653843006
cat__colour_from_title_Gold,-0.046104854728457344,0.046104854728457344
cat__materials_text_69% polyester | 55% polyester | 69% RCS-certified recycled polyester | 55% RCS-certified recycled polyester,-0.04508592243960335,0.04508592243960335
cat__materials_text_51% polyester | 49% cotton | 100% cotton,-0.044165914048039184,0.044165914048039184
"cat__materials_text_Composition: 65% viscose, 35% linen | 35% linen",-0.04406220742912861,0.04406220742912861
"cat__materials_text_Composition: 78% cotton, 22% polyester | 78% cotton | 22% polyester",-0.04388552506759229,0.04388552506759229
cat__Source File_comparison_girltops,-0.04355063209296831,0.04355063209296831
cat__materials_text_Composition: 100% cotton | 100% cotton | 30% RCS-certified recycled cotton | 70% OCS certified organically grown cotton,-0.043244482814847385,0.043244482814847385
"cat__materials_text_Composition: 54% polyester, 39% viscose, 7% elastane | 54% polyester | 54% RCS-certified recycled polyester",-0.04263239096087369,0.04263239096087369
